DataKey,label,(times),DATE,SPAD,LAI,oldTotEarNum,totEarWeight,totEarNum,totalSeedNum,totalSeedWeightBeforeDry,totalSeedWeightAfterDry
202504040926_13,13,4,4/4/2025,45.5,,390,972.23,425,15863,569,569
202504040926_14,14,4,4/4/2025,47.9,,371,1076.89,471,16373,639.9,639.9
202504040926_15,15,4,4/4/2025,47.1,,530,1380.04,604,18955,795.1,795.1
202504040926_16,16,4,4/4/2025,43.7,,325,760,333,11706,466.3,466.3
202504040926_17,17,4,4/4/2025,51.7,,406,1036.17,453,16574,679.5,679.5
202504040926_18,18,4,4/4/2025,46.1,,376,835.77,366,10869,425.1,425.1
202504040926_19,19,4,4/4/2025,49.4,,481,872.05,382,13736,492.5,492.5
202504040926_20,20,4,4/4/2025,48.3,,399,915.38,401,11978,461.4,461.4
202504040926_21,21,4,4/4/2025,47.0,,434,866.14,379,11435,410,410
202504040926_22,22,4,4/4/2025,47.4,,328,599.87,262,8056,268.3,268.3
202504040926_23,23,4,4/4/2025,47.8,,347,1019.55,446,12866,490.1,490.1
202504040926_24,24,4,4/4/2025,51.1,,588,1185.78,519,14804,612.5,612.5
202504040926_25,25,4,4/4/2025,52.1,,435,826.52,362,11871,452.2,452.2
202504040926_26,26,4,4/4/2025,51.7,,407,1048.12,459,13984,534.9,534.9
202504040926_27,27,4,4/4/2025,52.3,,424,658.45,288,9040,332.1,332.1
202504040926_28,28,4,4/4/2025,49.5,,419,1048.12,459,14474,6147,6147
202504040926_29,29,4,4/4/2025,49.4,,518,1170,512,18380,741.1,741.1
202504040926_30,30,4,4/4/2025,49.3,,488,1157.54,507,9398,334.6,334.6
202504040926_31,31,4,4/4/2025,42.7,,340,798.88,350,11297,519.6,519.6
202504040926_32,32,4,4/4/2025,50.0,,459,828.36,362,12643,517.2,517.2
202504040926_33,33,4,4/4/2025,49.3,,448,648.27,284,10003,400,400
202504040926_34,34,4,4/4/2025,50.2,,311,637.96,279,8979,332.6,332.6
202504040926_35,35,4,4/4/2025,49.4,,397,845.38,370,13305,499.3,499.3
202504040926_36,36,4,4/4/2025,47.7,,367,594.23,260,9285,332.5,332.5
202504040926_37,37,4,4/4/2025,47.9,,312,698.66,306,9013,375.9,375.9
202504040926_38,38,4,4/4/2025,50.6,,391,591.29,259,9243,381,381
202504040926_39,39,4,4/4/2025,51.2,,245,567.4,248,18379,723.5,723.5
202504040926_40,40,4,4/4/2025,47.9,,309,841.91,368,9991,411,411
202504040926_41,41,4,4/4/2025,42.8,,397,1124.94,492,11808,484.4,484.4
202504040926_42,42,4,4/4/2025,49.3,,209,514.68,225,7241,270.8,270.8
202504040926_43,43,4,4/4/2025,51.1,,413,798.73,350,11845,473.8,473.8
202504040926_44,44,4,4/4/2025,50.1,,212,461.12,202,7199,276.2,276.2
202504040926_45,45,4,4/4/2025,50.7,,453,668.91,293,18130,728.9,728.9
202504040926_46,46,4,4/4/2025,48.6,,357,706.24,309,10792,376.7,376.7
202504040926_47,47,4,4/4/2025,48.7,,360,968.87,424,14939,561.7,561.7
202504040926_48,48,4,4/4/2025,51.3,,287,790,346,13025,504.3,504.3
202504040926_49,49,4,4/4/2025,48.8,,321,867,379,12236,483.9,483.9
202504040926_50,50,4,4/4/2025,46.1,,288,985.59,431,14786,586.9,586.9
202504040926_51,51,4,4/4/2025,47.0,,420,957.22,419,14298,556.5,556.5
202504040926_52,52,4,4/4/2025,45.7,,369,791.43,346,9911,402.8,402.8
202504040926_53,53,4,4/4/2025,48.0,,409,823.26,360,11703,477,477
202504040926_54,54,4,4/4/2025,49.7,,343,733.45,321,11065,428.4,428.4
202504040926_55,55,4,4/4/2025,44.1,,373,737.68,323,12514,528.2,528.2
202504040926_56,56,4,4/4/2025,49.1,,330,874.83,383,11094,456.3,456.3
202504040926_57,57,4,4/4/2025,52.3,,342,894.64,391,13015,511.6,511.6
202504040926_58,58,4,4/4/2025,53.1,,283,940.89,412,15276,620.4,620.4
202504040926_59,59,4,4/4/2025,50.0,,390,583.37,255,8387,340.8,340.8
202504040926_60,60,4,4/4/2025,50.4,,319,964.19,422,15682,634.4,634.4
202504080849_1,1,5,8/4/2025,46.1,,594,978.48,428,14332,509.1,509.1
202504080849_2,2,5,8/4/2025,49.6,,442,752.59,329,12649,455.2,455.2
202504080849_3,3,5,8/4/2025,49.0,,340,724.59,317,8320,271.5,271.5
202504080849_4,4,5,8/4/2025,48.1,,436,865.89,379,12101,439.2,439.2
202504080849_5,5,5,8/4/2025,51.9,,438,986.5,432,16232,568.8,568.8
202504080849_6,6,5,8/4/2025,49.3,,541,1200.58,525,18793,665.4,665.4
202504080849_7,7,5,8/4/2025,49.6,,322,737.74,323,18140,642.7,642.7
202504080849_8,8,5,8/4/2025,46.1,,452,1029.47,450,11306,375.9,375.9
202504080849_9,9,5,8/4/2025,44.6,,560,1186.72,519,8326,295.2,295.2
202504080849_10,10,5,8/4/2025,49.5,,487,938.33,411,14029,518.5,518.5
202504080849_11,11,5,8/4/2025,50.3,,437,1334.87,584,19844,774,774
202504080849_12,12,5,8/4/2025,46.9,,446,828.36,362,12197,441.9,441.9
202504080849_13,13,5,8/4/2025,49.2,,390,972.23,425,15863,569,569
202504080849_14,14,5,8/4/2025,48.9,,371,1076.89,471,16373,639.9,639.9
202504080849_15,15,5,8/4/2025,52.0,,530,1380.04,604,18955,795.1,795.1
202504080849_16,16,5,8/4/2025,48.2,,325,760,333,11706,466.3,466.3
202504080849_17,17,5,8/4/2025,47.0,,406,1036.17,453,16574,679.5,679.5
202504080849_18,18,5,8/4/2025,47.8,,376,835.77,366,10869,425.1,425.1
202504080849_19,19,5,8/4/2025,49.0,,481,872.05,382,13736,492.5,492.5
202504080849_20,20,5,8/4/2025,48.6,,399,915.38,401,11978,461.4,461.4
202504080849_21,21,5,8/4/2025,48.7,,434,866.14,379,11435,410,410
202504080849_22,22,5,8/4/2025,48.3,,328,599.87,262,8056,268.3,268.3
202504080849_23,23,5,8/4/2025,49.8,,347,1019.55,446,12866,490.1,490.1
202504080849_24,24,5,8/4/2025,50.3,,588,1185.78,519,14804,612.5,612.5
202504080849_25,25,5,8/4/2025,48.7,,435,826.52,362,11871,452.2,452.2
202504080849_26,26,5,8/4/2025,45.8,,407,1048.12,459,13984,534.9,534.9
202504080849_27,27,5,8/4/2025,47.4,,424,658.45,288,9040,332.1,332.1
202504080849_28,28,5,8/4/2025,49.8,,419,1048.12,459,14474,6147,6147
202504080849_29,29,5,8/4/2025,50.5,,518,1170,512,18380,741.1,741.1
202504080849_30,30,5,8/4/2025,44.8,,488,1157.54,507,9398,334.6,334.6
202504080849_31,31,5,8/4/2025,49.1,,340,798.88,350,11297,519.6,519.6
202504080849_32,32,5,8/4/2025,46.9,,459,828.36,362,12643,517.2,517.2
202504080849_33,33,5,8/4/2025,43.5,,448,648.27,284,10003,400,400
202504080849_34,34,5,8/4/2025,49.4,,311,637.96,279,8979,332.6,332.6
202504080849_35,35,5,8/4/2025,49.3,,397,845.38,370,13305,499.3,499.3
202504080849_36,36,5,8/4/2025,45.8,,367,594.23,260,9285,332.5,332.5
202504080849_37,37,5,8/4/2025,51.6,,312,698.66,306,9013,375.9,375.9
202504080849_38,38,5,8/4/2025,48.1,,391,591.29,259,9243,381,381
202504080849_39,39,5,8/4/2025,49.4,,245,567.4,248,18379,723.5,723.5
202504080849_40,40,5,8/4/2025,49.7,,309,841.91,368,9991,411,411
202504080849_41,41,5,8/4/2025,50.5,,397,1124.94,492,11808,484.4,484.4
202504080849_42,42,5,8/4/2025,48.5,,209,514.68,225,7241,270.8,270.8
202504080849_43,43,5,8/4/2025,44.6,,413,798.73,350,11845,473.8,473.8
202504080849_44,44,5,8/4/2025,46.1,,212,461.12,202,7199,276.2,276.2
202504080849_45,45,5,8/4/2025,47.4,,453,668.91,293,18130,728.9,728.9
202504080849_46,46,5,8/4/2025,44.9,,357,706.24,309,10792,376.7,376.7
202504080849_47,47,5,8/4/2025,44.8,,360,968.87,424,14939,561.7,561.7
202504080849_48,48,5,8/4/2025,46.9,,287,790,346,13025,504.3,504.3
202504080849_49,49,5,8/4/2025,50.0,,321,867,379,12236,483.9,483.9
202504080849_50,50,5,8/4/2025,46.4,,288,985.59,431,14786,586.9,586.9
202504080849_51,51,5,8/4/2025,46.0,,420,957.22,419,14298,556.5,556.5
202504080849_52,52,5,8/4/2025,51.1,,369,791.43,346,9911,402.8,402.8
202504080849_53,53,5,8/4/2025,45.6,,409,823.26,360,11703,477,477
202504080849_54,54,5,8/4/2025,44.2,,343,733.45,321,11065,428.4,428.4
202504080849_55,55,5,8/4/2025,47.5,,373,737.68,323,12514,528.2,528.2
202504080849_56,56,5,8/4/2025,46.8,,330,874.83,383,11094,456.3,456.3
202504080849_57,57,5,8/4/2025,49.3,,342,894.64,391,13015,511.6,511.6
202504080849_58,58,5,8/4/2025,46.1,,283,940.89,412,15276,620.4,620.4
202504080849_59,59,5,8/4/2025,49.1,,390,583.37,255,8387,340.8,340.8
202504080849_60,60,5,8/4/2025,48.3,,319,964.19,422,15682,634.4,634.4
202504170935_1,1,6,17/4/2025,45.5,7.343,594,978.48,428,14332,509.1,509.1
202504170935_2,2,6,17/4/2025,49.7,7.323,442,752.59,329,12649,455.2,455.2
202504170935_3,3,6,17/4/2025,48.5,4.725,340,724.59,317,8320,271.5,271.5
202504170935_4,4,6,17/4/2025,49.5,6.841,436,865.89,379,12101,439.2,439.2
202504170935_5,5,6,17/4/2025,48.8,6.813,438,986.5,432,16232,568.8,568.8
202504170935_6,6,6,17/4/2025,47.1,6.726,541,1200.58,525,18793,665.4,665.4
202504170935_7,7,6,17/4/2025,48.7,5.727,322,737.74,323,18140,642.7,642.7
202504170935_8,8,6,17/4/2025,47.5,5.387,452,1029.47,450,11306,375.9,375.9
202504170935_9,9,6,17/4/2025,50.1,3.998,560,1186.72,519,8326,295.2,295.2
202504170935_10,10,6,17/4/2025,49.8,4.620,487,938.33,411,14029,518.5,518.5
202504170935_11,11,6,17/4/2025,52.7,3.150,437,1334.87,584,19844,774,774
202504170935_12,12,6,17/4/2025,48.9,6.789,446,828.36,362,12197,441.9,441.9
202504170935_13,13,6,17/4/2025,46.5,5.763,390,972.23,425,15863,569,569
202504170935_14,14,6,17/4/2025,48.7,4.205,371,1076.89,471,16373,639.9,639.9
202504170935_15,15,6,17/4/2025,46.4,7.670,530,1380.04,604,18955,795.1,795.1
202504170935_16,16,6,17/4/2025,45.8,5.811,325,760,333,11706,466.3,466.3
202504170935_17,17,6,17/4/2025,45.4,6.105,406,1036.17,453,16574,679.5,679.5
202504170935_18,18,6,17/4/2025,49.3,7.172,376,835.77,366,10869,425.1,425.1
202504170935_19,19,6,17/4/2025,47.2,8.142,481,872.05,382,13736,492.5,492.5
202504170935_20,20,6,17/4/2025,47.3,6.523,399,915.38,401,11978,461.4,461.4
202504170935_21,21,6,17/4/2025,46.3,6.041,434,866.14,379,11435,410,410
202504170935_22,22,6,17/4/2025,46.8,8.321,328,599.87,262,8056,268.3,268.3
202504170935_23,23,6,17/4/2025,47.7,6.120,347,1019.55,446,12866,490.1,490.1
202504170935_24,24,6,17/4/2025,46.6,5.938,588,1185.78,519,14804,612.5,612.5
202504170935_25,25,6,17/4/2025,47.3,6.079,435,826.52,362,11871,452.2,452.2
202504170935_26,26,6,17/4/2025,48.4,5.972,407,1048.12,459,13984,534.9,534.9
202504170935_27,27,6,17/4/2025,44.4,6.205,424,658.45,288,9040,332.1,332.1
202504170935_28,28,6,17/4/2025,49.9,5.143,419,1048.12,459,14474,6147,6147
202504170935_29,29,6,17/4/2025,44.8,6.220,518,1170,512,18380,741.1,741.1
202504170935_30,30,6,17/4/2025,45.6,5.590,488,1157.54,507,9398,334.6,334.6
202504170935_31,31,6,17/4/2025,45.9,9.722,340,798.88,350,11297,519.6,519.6
202504170935_32,32,6,17/4/2025,47.3,6.358,459,828.36,362,12643,517.2,517.2
202504170935_33,33,6,17/4/2025,43.5,6.757,448,648.27,284,10003,400,400
202504170935_34,34,6,17/4/2025,45.9,7.379,311,637.96,279,8979,332.6,332.6
202504170935_35,35,6,17/4/2025,47.7,7.186,397,845.38,370,13305,499.3,499.3
202504170935_36,36,6,17/4/2025,46.1,6.311,367,594.23,260,9285,332.5,332.5
202504170935_37,37,6,17/4/2025,45.8,3.375,312,698.66,306,9013,375.9,375.9
202504170935_38,38,6,17/4/2025,47.7,7.648,391,591.29,259,9243,381,381
202504170935_39,39,6,17/4/2025,42.8,4.980,245,567.4,248,18379,723.5,723.5
202504170935_40,40,6,17/4/2025,42.4,6.226,309,841.91,368,9991,411,411
202504170935_41,41,6,17/4/2025,45.2,6.239,397,1124.94,492,11808,484.4,484.4
202504170935_42,42,6,17/4/2025,42.7,4.732,209,514.68,225,7241,270.8,270.8
202504170935_43,43,6,17/4/2025,46.1,8.495,413,798.73,350,11845,473.8,473.8
202504170935_44,44,6,17/4/2025,42.1,3.555,212,461.12,202,7199,276.2,276.2
202504170935_45,45,6,17/4/2025,48.3,7.464,453,668.91,293,18130,728.9,728.9
202504170935_46,46,6,17/4/2025,50.0,5.128,357,706.24,309,10792,376.7,376.7
202504170935_47,47,6,17/4/2025,45.0,6.222,360,968.87,424,14939,561.7,561.7
202504170935_48,48,6,17/4/2025,51.2,6.851,287,790,346,13025,504.3,504.3
202504170935_49,49,6,17/4/2025,43.7,5.549,321,867,379,12236,483.9,483.9
202504170935_50,50,6,17/4/2025,47.4,8.165,288,985.59,431,14786,586.9,586.9
202504170935_51,51,6,17/4/2025,41.9,5.849,420,957.22,419,14298,556.5,556.5
202504170935_52,52,6,17/4/2025,45.3,4.954,369,791.43,346,9911,402.8,402.8
202504170935_53,53,6,17/4/2025,46.2,7.714,409,823.26,360,11703,477,477
202504170935_54,54,6,17/4/2025,47.2,7.787,343,733.45,321,11065,428.4,428.4
202504170935_55,55,6,17/4/2025,47.4,4.969,373,737.68,323,12514,528.2,528.2
202504170935_56,56,6,17/4/2025,43.6,5.172,330,874.83,383,11094,456.3,456.3
202504170935_57,57,6,17/4/2025,49.0,3.024,342,894.64,391,13015,511.6,511.6
202504170935_58,58,6,17/4/2025,42.3,7.207,283,940.89,412,15276,620.4,620.4
202504170935_59,59,6,17/4/2025,47.8,4.742,390,583.37,255,8387,340.8,340.8
202504170935_60,60,6,17/4/2025,46.6,5.932,319,964.19,422,15682,634.4,634.4
202504220916_1,1,7,22/4/2025,46.0,4.279,594,978.48,428,14332,509.1,509.1
202504220916_2,2,7,22/4/2025,44.6,4.296,442,752.59,329,12649,455.2,455.2
202504220916_3,3,7,22/4/2025,47.8,2.599,340,724.59,317,8320,271.5,271.5
202504220916_4,4,7,22/4/2025,52.7,4.118,436,865.89,379,12101,439.2,439.2
202504220916_5,5,7,22/4/2025,45.6,8.195,438,986.5,432,16232,568.8,568.8
202504220916_6,6,7,22/4/2025,51.3,4.918,541,1200.58,525,18793,665.4,665.4
202504220916_7,7,7,22/4/2025,50.3,2.835,322,737.74,323,18140,642.7,642.7
202504220916_8,8,7,22/4/2025,49.0,9.667,452,1029.47,450,11306,375.9,375.9
202504220916_9,9,7,22/4/2025,48.6,4.897,560,1186.72,519,8326,295.2,295.2
202504220916_10,10,7,22/4/2025,54.2,6.167,487,938.33,411,14029,518.5,518.5
202504220916_11,11,7,22/4/2025,49.4,3.148,437,1334.87,584,19844,774,774
202504220916_12,12,7,22/4/2025,50.6,6.525,446,828.36,362,12197,441.9,441.9
202504220916_13,13,7,22/4/2025,48.6,5.875,390,972.23,425,15863,569,569
202504220916_14,14,7,22/4/2025,49.2,4.895,371,1076.89,471,16373,639.9,639.9
202504220916_15,15,7,22/4/2025,50.3,5.731,530,1380.04,604,18955,795.1,795.1
202504220916_16,16,7,22/4/2025,47.4,4.513,325,760,333,11706,466.3,466.3
202504220916_17,17,7,22/4/2025,43.6,6.336,406,1036.17,453,16574,679.5,679.5
202504220916_18,18,7,22/4/2025,43.5,6.139,376,835.77,366,10869,425.1,425.1
202504220916_19,19,7,22/4/2025,49.0,6.298,481,872.05,382,13736,492.5,492.5
202504220916_20,20,7,22/4/2025,51.4,5.127,399,915.38,401,11978,461.4,461.4
202504220916_21,21,7,22/4/2025,46.2,4.168,434,866.14,379,11435,410,410
202504220916_22,22,7,22/4/2025,46.0,7.016,328,599.87,262,8056,268.3,268.3
202504220916_23,23,7,22/4/2025,48.5,4.743,347,1019.55,446,12866,490.1,490.1
202504220916_24,24,7,22/4/2025,46.0,4.383,588,1185.78,519,14804,612.5,612.5
202504220916_25,25,7,22/4/2025,50.8,6.825,435,826.52,362,11871,452.2,452.2
202504220916_26,26,7,22/4/2025,50.7,5.309,407,1048.12,459,13984,534.9,534.9
202504220916_27,27,7,22/4/2025,51.5,4.454,424,658.45,288,9040,332.1,332.1
202504220916_28,28,7,22/4/2025,49.6,6.199,419,1048.12,459,14474,6147,6147
202504220916_29,29,7,22/4/2025,49.5,4.880,518,1170,512,18380,741.1,741.1
202504220916_30,30,7,22/4/2025,50.9,3.360,488,1157.54,507,9398,334.6,334.6
202504220916_31,31,7,22/4/2025,45.4,8.159,340,798.88,350,11297,519.6,519.6
202504220916_32,32,7,22/4/2025,49.9,6.249,459,828.36,362,12643,517.2,517.2
202504220916_33,33,7,22/4/2025,46.3,6.518,448,648.27,284,10003,400,400
202504220916_34,34,7,22/4/2025,48.2,6.614,311,637.96,279,8979,332.6,332.6
202504220916_35,35,7,22/4/2025,48.0,2.934,397,845.38,370,13305,499.3,499.3
202504220916_36,36,7,22/4/2025,51.8,5.021,367,594.23,260,9285,332.5,332.5
202504220916_37,37,7,22/4/2025,50.8,7.278,312,698.66,306,9013,375.9,375.9
202504220916_38,38,7,22/4/2025,53.6,3.008,391,591.29,259,9243,381,381
202504220916_39,39,7,22/4/2025,51.3,6.729,245,567.4,248,18379,723.5,723.5
202504220916_40,40,7,22/4/2025,50.9,3.403,309,841.91,368,9991,411,411
202504220916_41,41,7,22/4/2025,49.1,6.545,397,1124.94,492,11808,484.4,484.4
202504220916_42,42,7,22/4/2025,48.2,3.225,209,514.68,225,7241,270.8,270.8
202504220916_43,43,7,22/4/2025,45.0,5.804,413,798.73,350,11845,473.8,473.8
202504220916_44,44,7,22/4/2025,42.5,5.271,212,461.12,202,7199,276.2,276.2
202504220916_45,45,7,22/4/2025,47.9,9.277,453,668.91,293,18130,728.9,728.9
202504220916_46,46,7,22/4/2025,49.9,4.398,357,706.24,309,10792,376.7,376.7
202504220916_47,47,7,22/4/2025,45.6,6.179,360,968.87,424,14939,561.7,561.7
202504220916_48,48,7,22/4/2025,47.5,6.943,287,790,346,13025,504.3,504.3
202504220916_49,49,7,22/4/2025,49.3,4.755,321,867,379,12236,483.9,483.9
202504220916_50,50,7,22/4/2025,48.1,6.755,288,985.59,431,14786,586.9,586.9
202504220916_51,51,7,22/4/2025,47.1,5.525,420,957.22,419,14298,556.5,556.5
202504220916_52,52,7,22/4/2025,47.2,10.370,369,791.43,346,9911,402.8,402.8
202504220916_53,53,7,22/4/2025,44.8,3.664,409,823.26,360,11703,477,477
202504220916_54,54,7,22/4/2025,46.8,5.417,343,733.45,321,11065,428.4,428.4
202504220916_55,55,7,22/4/2025,51.1,3.658,373,737.68,323,12514,528.2,528.2
202504220916_56,56,7,22/4/2025,52.5,7.799,330,874.83,383,11094,456.3,456.3
202504220916_57,57,7,22/4/2025,52.1,4.563,342,894.64,391,13015,511.6,511.6
202504220916_58,58,7,22/4/2025,48.9,4.768,283,940.89,412,15276,620.4,620.4
202504220916_59,59,7,22/4/2025,47.1,4.863,390,583.37,255,8387,340.8,340.8
202504220916_60,60,7,22/4/2025,45.2,4.776,319,964.19,422,15682,634.4,634.4
202504250923_1,1,7,22/4/2025,46.0,4.279,594,978.48,428,14332,509.1,509.1
202504250923_2,2,7,22/4/2025,44.6,4.296,442,752.59,329,12649,455.2,455.2
202504250923_3,3,7,22/4/2025,47.8,2.599,340,724.59,317,8320,271.5,271.5
202504250923_4,4,7,22/4/2025,52.7,4.118,436,865.89,379,12101,439.2,439.2
202504250923_5,5,7,22/4/2025,45.6,8.195,438,986.5,432,16232,568.8,568.8
202504250923_6,6,7,22/4/2025,51.3,4.918,541,1200.58,525,18793,665.4,665.4
202504250923_7,7,7,22/4/2025,50.3,2.835,322,737.74,323,18140,642.7,642.7
202504250923_8,8,7,22/4/2025,49.0,9.667,452,1029.47,450,11306,375.9,375.9
202504250923_9,9,7,22/4/2025,48.6,4.897,560,1186.72,519,8326,295.2,295.2
202504250923_10,10,7,22/4/2025,54.2,6.167,487,938.33,411,14029,518.5,518.5
202504250923_11,11,7,22/4/2025,49.4,3.148,437,1334.87,584,19844,774,774
202504250923_12,12,7,22/4/2025,50.6,6.525,446,828.36,362,12197,441.9,441.9
202504250923_13,13,7,22/4/2025,48.6,5.875,390,972.23,425,15863,569,569
202504250923_14,14,7,22/4/2025,49.2,4.895,371,1076.89,471,16373,639.9,639.9
