DataKey,label,(times),DATE,SPAD,LAI,oldTotEarNum,totEarWeight,totEarNum,totalSeedNum,totalSeedWeightBeforeDry,totalSeedWeightAfterDry
202504250923_15,15,7,22/4/2025,50.3,5.731,530,1380.04,604,18955,795.1,795.1
202504250923_16,16,7,22/4/2025,47.4,4.513,325,760,333,11706,466.3,466.3
202504250923_17,17,7,22/4/2025,43.6,6.336,406,1036.17,453,16574,679.5,679.5
202504250923_18,18,7,22/4/2025,43.5,6.139,376,835.77,366,10869,425.1,425.1
202504250923_19,19,7,22/4/2025,49.0,6.298,481,872.05,382,13736,492.5,492.5
202504250923_20,20,7,22/4/2025,51.4,5.127,399,915.38,401,11978,461.4,461.4
202504250923_21,21,7,22/4/2025,46.2,4.168,434,866.14,379,11435,410,410
202504250923_22,22,7,22/4/2025,46.0,7.016,328,599.87,262,8056,268.3,268.3
202504250923_23,23,7,22/4/2025,48.5,4.743,347,1019.55,446,12866,490.1,490.1
202504250923_24,24,7,22/4/2025,46.0,4.383,588,1185.78,519,14804,612.5,612.5
202504250923_25,25,7,22/4/2025,50.8,6.825,435,826.52,362,11871,452.2,452.2
202504250923_26,26,7,22/4/2025,50.7,5.309,407,1048.12,459,13984,534.9,534.9
202504250923_27,27,7,22/4/2025,51.5,4.454,424,658.45,288,9040,332.1,332.1
202504250923_28,28,7,22/4/2025,49.6,6.199,419,1048.12,459,14474,6147,6147
202504250923_29,29,7,22/4/2025,49.5,4.880,518,1170,512,18380,741.1,741.1
202504250923_30,30,7,22/4/2025,50.9,3.360,488,1157.54,507,9398,334.6,334.6
202504250923_31,31,7,22/4/2025,45.4,8.159,340,798.88,350,11297,519.6,519.6
202504250923_32,32,7,22/4/2025,49.9,6.249,459,828.36,362,12643,517.2,517.2
202504250923_33,33,7,22/4/2025,46.3,6.518,448,648.27,284,10003,400,400
202504250923_34,34,7,22/4/2025,48.2,6.614,311,637.96,279,8979,332.6,332.6
202504250923_35,35,7,22/4/2025,48.0,2.934,397,845.38,370,13305,499.3,499.3
202504250923_36,36,7,22/4/2025,51.8,5.021,367,594.23,260,9285,332.5,332.5
202504250923_37,37,7,22/4/2025,50.8,7.278,312,698.66,306,9013,375.9,375.9
202504250923_38,38,7,22/4/2025,53.6,3.008,391,591.29,259,9243,381,381
202504250923_39,39,7,22/4/2025,51.3,6.729,245,567.4,248,18379,723.5,723.5
202504250923_40,40,7,22/4/2025,50.9,3.403,309,841.91,368,9991,411,411
202504250923_41,41,7,22/4/2025,49.1,6.545,397,1124.94,492,11808,484.4,484.4
202504250923_42,42,7,22/4/2025,48.2,3.225,209,514.68,225,7241,270.8,270.8
202504250923_43,43,7,22/4/2025,45.0,5.804,413,798.73,350,11845,473.8,473.8
202504250923_44,44,7,22/4/2025,42.5,5.271,212,461.12,202,7199,276.2,276.2
202504250923_45,45,7,22/4/2025,47.9,9.277,453,668.91,293,18130,728.9,728.9
202504250923_46,46,7,22/4/2025,49.9,4.398,357,706.24,309,10792,376.7,376.7
202504250923_47,47,7,22/4/2025,45.6,6.179,360,968.87,424,14939,561.7,561.7
202504250923_48,48,7,22/4/2025,47.5,6.943,287,790,346,13025,504.3,504.3
202504250923_49,49,7,22/4/2025,49.3,4.755,321,867,379,12236,483.9,483.9
202504250923_50,50,7,22/4/2025,48.1,6.755,288,985.59,431,14786,586.9,586.9
202504250923_51,51,7,22/4/2025,47.1,5.525,420,957.22,419,14298,556.5,556.5
202504250923_52,52,7,22/4/2025,47.2,10.370,369,791.43,346,9911,402.8,402.8
202504250923_53,53,7,22/4/2025,44.8,3.664,409,823.26,360,11703,477,477
202504250923_54,54,7,22/4/2025,46.8,5.417,343,733.45,321,11065,428.4,428.4
202504250923_55,55,7,22/4/2025,51.1,3.658,373,737.68,323,12514,528.2,528.2
202504250923_56,56,7,22/4/2025,52.5,7.799,330,874.83,383,11094,456.3,456.3
202504250923_57,57,7,22/4/2025,52.1,4.563,342,894.64,391,13015,511.6,511.6
202504250923_58,58,7,22/4/2025,48.9,4.768,283,940.89,412,15276,620.4,620.4
202504250923_59,59,7,22/4/2025,47.1,4.863,390,583.37,255,8387,340.8,340.8
202504250923_60,60,7,22/4/2025,45.2,4.776,319,964.19,422,15682,634.4,634.4
202504301004_1,1,8,30/4/2025,49.4,5.816,594,978.48,428,14332,509.1,509.1
202504301004_2,2,8,30/4/2025,50.8,5.768,442,752.59,329,12649,455.2,455.2
202504301004_3,3,8,30/4/2025,51.1,3.150,340,724.59,317,8320,271.5,271.5
202504301004_4,4,8,30/4/2025,51.0,3.721,436,865.89,379,12101,439.2,439.2
202504301004_5,5,8,30/4/2025,48.5,5.632,438,986.5,432,16232,568.8,568.8
202504301004_6,6,8,30/4/2025,51.2,4.801,541,1200.58,525,18793,665.4,665.4
202504301004_7,7,8,30/4/2025,48.4,4.760,322,737.74,323,18140,642.7,642.7
202504301004_8,8,8,30/4/2025,47.7,3.565,452,1029.47,450,11306,375.9,375.9
202504301004_9,9,8,30/4/2025,50.8,3.693,560,1186.72,519,8326,295.2,295.2
202504301004_10,10,8,30/4/2025,54.3,5.644,487,938.33,411,14029,518.5,518.5
202504301004_11,11,8,30/4/2025,54.4,2.702,437,1334.87,584,19844,774,774
202504301004_12,12,8,30/4/2025,47.8,6.804,446,828.36,362,12197,441.9,441.9
202504301004_13,13,8,30/4/2025,50.0,4.360,390,972.23,425,15863,569,569
202504301004_14,14,8,30/4/2025,50.5,3.892,371,1076.89,471,16373,639.9,639.9
202504301004_15,15,8,30/4/2025,54.1,3.762,530,1380.04,604,18955,795.1,795.1
202504301004_16,16,8,30/4/2025,48.9,3.801,325,760,333,11706,466.3,466.3
202504301004_17,17,8,30/4/2025,47.4,4.925,406,1036.17,453,16574,679.5,679.5
202504301004_18,18,8,30/4/2025,49.4,5.426,376,835.77,366,10869,425.1,425.1
202504301004_19,19,8,30/4/2025,47.2,4.363,481,872.05,382,13736,492.5,492.5
202504301004_20,20,8,30/4/2025,51.6,4.294,399,915.38,401,11978,461.4,461.4
202504301004_21,21,8,30/4/2025,44.7,4.359,434,866.14,379,11435,410,410
202504301004_22,22,8,30/4/2025,46.5,4.753,328,599.87,262,8056,268.3,268.3
202504301004_23,23,8,30/4/2025,53.4,3.951,347,1019.55,446,12866,490.1,490.1
202504301004_24,24,8,30/4/2025,50.1,4.841,588,1185.78,519,14804,612.5,612.5
202504301004_25,25,8,30/4/2025,47.6,6.345,435,826.52,362,11871,452.2,452.2
202504301004_26,26,8,30/4/2025,51.3,5.733,407,1048.12,459,13984,534.9,534.9
202504301004_27,27,8,30/4/2025,54.4,6.011,424,658.45,288,9040,332.1,332.1
202504301004_28,28,8,30/4/2025,49.7,4.152,419,1048.12,459,14474,6147,6147
202504301004_29,29,8,30/4/2025,50.1,6.667,518,1170,512,18380,741.1,741.1
202504301004_30,30,8,30/4/2025,50.2,4.978,488,1157.54,507,9398,334.6,334.6
202504301004_31,31,8,30/4/2025,48.1,3.974,340,798.88,350,11297,519.6,519.6
202504301004_32,32,8,30/4/2025,50.4,5.444,459,828.36,362,12643,517.2,517.2
202504301004_33,33,8,30/4/2025,48.2,5.218,448,648.27,284,10003,400,400
202504301004_34,34,8,30/4/2025,48.6,3.914,311,637.96,279,8979,332.6,332.6
202504301004_35,35,8,30/4/2025,51.9,3.539,397,845.38,370,13305,499.3,499.3
202504301004_36,36,8,30/4/2025,52.3,5.775,367,594.23,260,9285,332.5,332.5
202504301004_37,37,8,30/4/2025,48.7,6.335,312,698.66,306,9013,375.9,375.9
202504301004_38,38,8,30/4/2025,53.3,4.520,391,591.29,259,9243,381,381
202504301004_39,39,8,30/4/2025,51.4,3.776,245,567.4,248,18379,723.5,723.5
202504301004_40,40,8,30/4/2025,51.0,5.025,309,841.91,368,9991,411,411
202504301004_41,41,8,30/4/2025,49.3,6.205,397,1124.94,492,11808,484.4,484.4
202504301004_42,42,8,30/4/2025,46.1,4.408,209,514.68,225,7241,270.8,270.8
202504301004_43,43,8,30/4/2025,49.1,4.056,413,798.73,350,11845,473.8,473.8
202504301004_44,44,8,30/4/2025,45.2,4.444,212,461.12,202,7199,276.2,276.2
202504301004_45,45,8,30/4/2025,47.9,5.531,453,668.91,293,18130,728.9,728.9
202504301004_46,46,8,30/4/2025,46.7,4.645,357,706.24,309,10792,376.7,376.7
202504301004_47,47,8,30/4/2025,52.9,4.712,360,968.87,424,14939,561.7,561.7
202504301004_48,48,8,30/4/2025,48.4,5.413,287,790,346,13025,504.3,504.3
202504301004_49,49,8,30/4/2025,51.6,7.312,321,867,379,12236,483.9,483.9
202504301004_50,50,8,30/4/2025,50.1,6.299,288,985.59,431,14786,586.9,586.9
202504301004_51,51,8,30/4/2025,46.5,4.313,420,957.22,419,14298,556.5,556.5
202504301004_52,52,8,30/4/2025,48.2,5.311,369,791.43,346,9911,402.8,402.8
202504301004_53,53,8,30/4/2025,48.9,4.876,409,823.26,360,11703,477,477
202504301004_54,54,8,30/4/2025,49.7,5.069,343,733.45,321,11065,428.4,428.4
202504301004_55,55,8,30/4/2025,50.5,5.368,373,737.68,323,12514,528.2,528.2
202504301004_56,56,8,30/4/2025,52.3,5.609,330,874.83,383,11094,456.3,456.3
202504301004_57,57,8,30/4/2025,53.2,5.686,342,894.64,391,13015,511.6,511.6
202504301004_58,58,8,30/4/2025,47.9,4.383,283,940.89,412,15276,620.4,620.4
202504301004_59,59,8,30/4/2025,48.6,5.682,390,583.37,255,8387,340.8,340.8
202504301004_60,60,8,30/4/2025,49.4,5.247,319,964.19,422,15682,634.4,634.4
202505070918_1,1,9,7/5/2025,51.1,4.802,594,978.48,428,14332,509.1,509.1
202505070918_2,2,9,7/5/2025,51.2,3.435,442,752.59,329,12649,455.2,455.2
202505070918_3,3,9,7/5/2025,51.3,4.005,340,724.59,317,8320,271.5,271.5
202505070918_4,4,9,7/5/2025,50.7,4.122,436,865.89,379,12101,439.2,439.2
202505070918_5,5,9,7/5/2025,50.9,6.425,438,986.5,432,16232,568.8,568.8
202505070918_6,6,9,7/5/2025,48.9,4.903,541,1200.58,525,18793,665.4,665.4
202505070918_7,7,9,7/5/2025,50.1,4.569,322,737.74,323,18140,642.7,642.7
202505070918_8,8,9,7/5/2025,49.6,5.691,452,1029.47,450,11306,375.9,375.9
202505070918_9,9,9,7/5/2025,51.0,4.428,560,1186.72,519,8326,295.2,295.2
202505070918_10,10,9,7/5/2025,52.9,3.791,487,938.33,411,14029,518.5,518.5
202505070918_11,11,9,7/5/2025,47.2,2.335,437,1334.87,584,19844,774,774
202505070918_12,12,9,7/5/2025,47.8,5.039,446,828.36,362,12197,441.9,441.9
202505070918_13,13,9,7/5/2025,52.0,4.954,390,972.23,425,15863,569,569
202505070918_14,14,9,7/5/2025,49.1,2.623,371,1076.89,471,16373,639.9,639.9
202505070918_15,15,9,7/5/2025,48.2,4.551,530,1380.04,604,18955,795.1,795.1
202505070918_16,16,9,7/5/2025,50.4,4.757,325,760,333,11706,466.3,466.3
202505070918_17,17,9,7/5/2025,45.7,7.085,406,1036.17,453,16574,679.5,679.5
202505070918_18,18,9,7/5/2025,50.0,3.291,376,835.77,366,10869,425.1,425.1
202505070918_19,19,9,7/5/2025,45.6,3.624,481,872.05,382,13736,492.5,492.5
202505070918_20,20,9,7/5/2025,46.3,4.467,399,915.38,401,11978,461.4,461.4
202505070918_21,21,9,7/5/2025,48.0,3.943,434,866.14,379,11435,410,410
202505070918_22,22,9,7/5/2025,51.8,3.946,328,599.87,262,8056,268.3,268.3
202505070918_23,23,9,7/5/2025,48.4,3.802,347,1019.55,446,12866,490.1,490.1
202505070918_24,24,9,7/5/2025,48.2,3.659,588,1185.78,519,14804,612.5,612.5
202505070918_25,25,9,7/5/2025,52.2,3.575,435,826.52,362,11871,452.2,452.2
202505070918_26,26,9,7/5/2025,51.8,3.897,407,1048.12,459,13984,534.9,534.9
202505070918_27,27,9,7/5/2025,49.8,4.534,424,658.45,288,9040,332.1,332.1
202505070918_28,28,9,7/5/2025,48.8,4.121,419,1048.12,459,14474,6147,6147
202505070918_29,29,9,7/5/2025,46.6,4.702,518,1170,512,18380,741.1,741.1
202505070918_30,30,9,7/5/2025,51.5,3.105,488,1157.54,507,9398,334.6,334.6
202505070918_31,31,9,7/5/2025,49.7,3.573,340,798.88,350,11297,519.6,519.6
202505070918_32,32,9,7/5/2025,49.1,4.150,459,828.36,362,12643,517.2,517.2
202505070918_33,33,9,7/5/2025,47.6,6.047,448,648.27,284,10003,400,400
202505070918_34,34,9,7/5/2025,50.4,3.233,311,637.96,279,8979,332.6,332.6
202505070918_35,35,9,7/5/2025,51.3,4.327,397,845.38,370,13305,499.3,499.3
202505070918_36,36,9,7/5/2025,47.7,3.993,367,594.23,260,9285,332.5,332.5
202505070918_37,37,9,7/5/2025,48.5,4.715,312,698.66,306,9013,375.9,375.9
202505070918_38,38,9,7/5/2025,51.7,4.529,391,591.29,259,9243,381,381
202505070918_39,39,9,7/5/2025,51.8,2.963,245,567.4,248,18379,723.5,723.5
202505070918_40,40,9,7/5/2025,52.2,2.939,309,841.91,368,9991,411,411
202505070918_41,41,9,7/5/2025,48.7,4.881,397,1124.94,492,11808,484.4,484.4
202505070918_42,42,9,7/5/2025,47.9,2.323,209,514.68,225,7241,270.8,270.8
202505070918_43,43,9,7/5/2025,51.9,3.108,413,798.73,350,11845,473.8,473.8
202505070918_44,44,9,7/5/2025,49.4,2.842,212,461.12,202,7199,276.2,276.2
202505070918_45,45,9,7/5/2025,50.4,5.762,453,668.91,293,18130,728.9,728.9
202505070918_46,46,9,7/5/2025,50.2,4.684,357,706.24,309,10792,376.7,376.7
202505070918_47,47,9,7/5/2025,50.3,3.371,360,968.87,424,14939,561.7,561.7
202505070918_48,48,9,7/5/2025,47.1,3.548,287,790,346,13025,504.3,504.3
202505070918_49,49,9,7/5/2025,53.9,5.763,321,867,379,12236,483.9,483.9
202505070918_50,50,9,7/5/2025,53.3,4.809,288,985.59,431,14786,586.9,586.9
202505070918_51,51,9,7/5/2025,47.0,6.697,420,957.22,419,14298,556.5,556.5
202505070918_52,52,9,7/5/2025,53.5,3.542,369,791.43,346,9911,402.8,402.8
202505070918_53,53,9,7/5/2025,49.7,4.283,409,823.26,360,11703,477,477
202505070918_54,54,9,7/5/2025,48.4,4.869,343,733.45,321,11065,428.4,428.4
202505070918_55,55,9,7/5/2025,53.2,4.711,373,737.68,323,12514,528.2,528.2
202505070918_56,56,9,7/5/2025,50.3,5.682,330,874.83,383,11094,456.3,456.3
202505070918_57,57,9,7/5/2025,52.7,4.539,342,894.64,391,13015,511.6,511.6
202505070918_58,58,9,7/5/2025,53.3,3.502,283,940.89,412,15276,620.4,620.4
202505070918_59,59,9,7/5/2025,46.7,4.137,390,583.37,255,8387,340.8,340.8
202505070918_60,60,9,7/5/2025,46.1,5.067,319,964.19,422,15682,634.4,634.4
202505161016_1,1,10,16/5/2025,50.7,3.777,594,978.48,428,14332,509.1,509.1
202505161016_2,2,10,16/5/2025,55.8,3.673,442,752.59,329,12649,455.2,455.2
202505161016_3,3,10,16/5/2025,49.3,2.716,340,724.59,317,8320,271.5,271.5
202505161016_4,4,10,16/5/2025,55.4,3.478,436,865.89,379,12101,439.2,439.2
202505161016_5,5,10,16/5/2025,54.8,4.063,438,986.5,432,16232,568.8,568.8
202505161016_6,6,10,16/5/2025,53.3,2.985,541,1200.58,525,18793,665.4,665.4
202505161016_7,7,10,16/5/2025,50.5,2.060,322,737.74,323,18140,642.7,642.7
202505161016_8,8,10,16/5/2025,49.2,6.152,452,1029.47,450,11306,375.9,375.9
202505161016_9,9,10,16/5/2025,51.1,4.171,560,1186.72,519,8326,295.2,295.2
202505161016_10,10,10,16/5/2025,54.3,4.243,487,938.33,411,14029,518.5,518.5
202505161016_11,11,10,16/5/2025,50.8,2.870,437,1334.87,584,19844,774,774
202505161016_12,12,10,16/5/2025,49.7,4.537,446,828.36,362,12197,441.9,441.9
202505161016_13,13,10,16/5/2025,54.2,3.626,390,972.23,425,15863,569,569
202505161016_14,14,10,16/5/2025,54.4,3.263,371,1076.89,471,16373,639.9,639.9
202505161016_15,15,10,16/5/2025,54.2,4.198,530,1380.04,604,18955,795.1,795.1
202505161016_16,16,10,16/5/2025,50.0,4.341,325,760,333,11706,466.3,466.3
202505161016_17,17,10,16/5/2025,52.0,4.024,406,1036.17,453,16574,679.5,679.5
202505161016_18,18,10,16/5/2025,51.1,3.591,376,835.77,366,10869,425.1,425.1
202505161016_19,19,10,16/5/2025,50.0,3.561,481,872.05,382,13736,492.5,492.5
202505161016_20,20,10,16/5/2025,52.5,3.445,399,915.38,401,11978,461.4,461.4
202505161016_21,21,10,16/5/2025,52.3,3.276,434,866.14,379,11435,410,410
202505161016_22,22,10,16/5/2025,50.9,3.365,328,599.87,262,8056,268.3,268.3
202505161016_23,23,10,16/5/2025,53.9,2.148,347,1019.55,446,12866,490.1,490.1
202505161016_24,24,10,16/5/2025,50.4,4.576,588,1185.78,519,14804,612.5,612.5
202505161016_25,25,10,16/5/2025,53.9,4.430,435,826.52,362,11871,452.2,452.2
202505161016_26,26,10,16/5/2025,53.7,4.179,407,1048.12,459,13984,534.9,534.9
202505161016_27,27,10,16/5/2025,53.5,5.719,424,658.45,288,9040,332.1,332.1
202505161016_28,28,10,16/5/2025,51.3,6.328,419,1048.12,459,14474,6147,6147
202505161016_29,29,10,16/5/2025,53.4,6.649,518,1170,512,18380,741.1,741.1
202505161016_30,30,10,16/5/2025,55.5,4.309,488,1157.54,507,9398,334.6,334.6
202505161016_31,31,10,16/5/2025,52.8,3.976,340,798.88,350,11297,519.6,519.6
202505161016_32,32,10,16/5/2025,51.2,5.097,459,828.36,362,12643,517.2,517.2
202505161016_33,33,10,16/5/2025,52.5,5.085,448,648.27,284,10003,400,400
202505161016_34,34,10,16/5/2025,52.9,3.638,311,637.96,279,8979,332.6,332.6
202505161016_35,35,10,16/5/2025,51.5,4.636,397,845.38,370,13305,499.3,499.3
202505161016_36,36,10,16/5/2025,54.7,4.811,367,594.23,260,9285,332.5,332.5
202505161016_37,37,10,16/5/2025,53.1,4.452,312,698.66,306,9013,375.9,375.9
202505161016_38,38,10,16/5/2025,54.6,5.393,391,591.29,259,9243,381,381
202505161016_39,39,10,16/5/2025,54.3,3.296,245,567.4,248,18379,723.5,723.5
202505161016_40,40,10,16/5/2025,54.2,3.997,309,841.91,368,9991,411,411
202505161016_41,41,10,16/5/2025,47.6,4.707,397,1124.94,492,11808,484.4,484.4
202505161016_42,42,10,16/5/2025,50.4,2.933,209,514.68,225,7241,270.8,270.8
202505161016_43,43,10,16/5/2025,52.3,3.815,413,798.73,350,11845,473.8,473.8
202505161016_44,44,10,16/5/2025,48.2,2.507,212,461.12,202,7199,276.2,276.2
202505161016_45,45,10,16/5/2025,51.8,4.271,453,668.91,293,18130,728.9,728.9
202505161016_46,46,10,16/5/2025,56.6,3.474,357,706.24,309,10792,376.7,376.7
202505161016_47,47,10,16/5/2025,51.0,4.644,360,968.87,424,14939,561.7,561.7
202505161016_48,48,10,16/5/2025,52.6,6.848,287,790,346,13025,504.3,504.3
202505161016_49,49,10,16/5/2025,55.9,4.789,321,867,379,12236,483.9,483.9
202505161016_50,50,10,16/5/2025,56.7,5.324,288,985.59,431,14786,586.9,586.9
202505161016_51,51,10,16/5/2025,51.2,4.306,420,957.22,419,14298,556.5,556.5
202505161016_52,52,10,16/5/2025,51.2,3.546,369,791.43,346,9911,402.8,402.8
202505161016_53,53,10,16/5/2025,51.3,3.901,409,823.26,360,11703,477,477
202505161016_54,54,10,16/5/2025,49.9,3.310,343,733.45,321,11065,428.4,428.4
202505161016_55,55,10,16/5/2025,54.0,4.989,373,737.68,323,12514,528.2,528.2
202505161016_56,56,10,16/5/2025,54.1,4.023,330,874.83,383,11094,456.3,456.3
202505161016_57,57,10,16/5/2025,55.4,4.187,342,894.64,391,13015,511.6,511.6
202505161016_58,58,10,16/5/2025,55.7,3.715,283,940.89,412,15276,620.4,620.4
202505161016_59,59,10,16/5/2025,52.5,4.797,390,583.37,255,8387,340.8,340.8
202505161016_60,60,10,16/5/2025,53.8,5.626,319,964.19,422,15682,634.4,634.4
202505201058_1,1,11,20/5/2025,50.9,7.168,594,978.48,428,14332,509.1,509.1
202505201058_2,2,11,20/5/2025,52.5,4.571,442,752.59,329,12649,455.2,455.2
202505201058_3,3,11,20/5/2025,52.2,3.865,340,724.59,317,8320,271.5,271.5
202505201058_4,4,11,20/5/2025,59.5,3.863,436,865.89,379,12101,439.2,439.2
202505201058_5,5,11,20/5/2025,52.5,6.553,438,986.5,432,16232,568.8,568.8
202505201058_6,6,11,20/5/2025,54.1,4.934,541,1200.58,525,18793,665.4,665.4
202505201058_7,7,11,20/5/2025,53.3,4.246,322,737.74,323,18140,642.7,642.7
